DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE ((p.p.))
2011-03-01,2011,1,3,BM12_CSD12,2011-03-01T00:00:00-03:00,17.65
2011-04-01,2011,1,4,BM12_CSD12,2011-04-01T00:00:00-03:00,18.22
2011-05-01,2011,1,5,BM12_CSD12,2011-05-01T00:00:00-03:00,18.14
2011-06-01,2011,1,6,BM12_CSD12,2011-06-01T00:00:00-03:00,17.95
2011-07-01,2011,1,7,BM12_CSD12,2011-07-01T00:00:00-03:00,17.94
2011-08-01,2011,1,8,BM12_CSD12,2011-08-01T00:00:00-03:00,17.75
2011-09-01,2011,1,9,BM12_CSD12,2011-09-01T00:00:00-03:00,18.21
2011-10-01,2011,1,10,BM12_CSD12,2011-10-01T00:00:00-03:00,18.68
2011-11-01,2011,1,11,BM12_CSD12,2011-11-01T00:00:00-02:00,18.1
2011-12-01,2011,1,12,BM12_CSD12,2011-12-01T00:00:00-02:00,17.19
2012-01-01,2012,1,1,BM12_CSD12,2012-01-01T00:00:00-02:00,18.22
2012-02-01,2012,1,2,BM12_CSD12,2012-02-01T00:00:00-02:00,18.63
2012-03-01,2012,1,3,BM12_CSD12,2012-03-01T00:00:00-03:00,18.41
2012-04-01,2012,1,4,BM12_CSD12,2012-04-01T00:00:00-03:00,18.21
2012-05-01,2012,1,5,BM12_CSD12,2012-05-01T00:00:00-03:00,16.96
2012-06-01,2012,1,6,BM12_CSD12,2012-06-01T00:00:00-03:00,16.34
2012-07-01,2012,1,7,BM12_CSD12,2012-07-01T00:00:00-03:00,16.12
2012-08-01,2012,1,8,BM12_CSD12,2012-08-01T00:00:00-03:00,15.69
2012-09-01,2012,1,9,BM12_CSD12,2012-09-01T00:00:00-03:00,15.52
2012-10-01,2012,1,10,BM12_CSD12,2012-10-01T00:00:00-03:00,15.14
2012-11-01,2012,1,11,BM12_CSD12,2012-11-01T00:00:00-02:00,14.93
2012-12-01,2012,1,12,BM12_CSD12,2012-12-01T00:00:00-02:00,13.95
2013-01-01,2013,1,1,BM12_CSD12,2013-01-01T00:00:00-02:00,14.47
2013-02-01,2013,1,2,BM12_CSD12,2013-02-01T00:00:00-02:00,14.59
2013-03-01,2013,1,3,BM12_CSD12,2013-03-01T00:00:00-03:00,14.21
2013-04-01,2013,1,4,BM12_CSD12,2013-04-01T00:00:00-03:00,14.11
2013-05-01,2013,1,5,BM12_CSD12,2013-05-01T00:00:00-03:00,13.78
2013-06-01,2013,1,6,BM12_CSD12,2013-06-01T00:00:00-03:00,13.34
2013-07-01,2013,1,7,BM12_CSD12,2013-07-01T00:00:00-03:00,13.69
2013-08-01,2013,1,8,BM12_CSD12,2013-08-01T00:00:00-03:00,13.55
2013-09-01,2013,1,9,BM12_CSD12,2013-09-01T00:00:00-03:00,13.53
2013-10-01,2013,1,10,BM12_CSD12,2013-10-01T00:00:00-03:00,13.79
2013-11-01,2013,1,11,BM12_CSD12,2013-11-01T00:00:00-02:00,13.74
2013-12-01,2013,1,12,BM12_CSD12,2013-12-01T00:00:00-02:00,13.28
2014-01-01,2014,1,1,BM12_CSD12,2014-01-01T00:00:00-02:00,13.99
2014-02-01,2014,1,2,BM12_CSD12,2014-02-01T00:00:00-02:00,14.75
2014-03-01,2014,1,3,BM12_CSD12,2014-03-01T00:00:00-03:00,14.72
2014-04-01,2014,1,4,BM12_CSD12,2014-04-01T00:00:00-03:00,14.81
2014-05-01,2014,1,5,BM12_CSD12,2014-05-01T00:00:00-03:00,14.95
2014-06-01,2014,1,6,BM12_CSD12,2014-06-01T00:00:00-03:00,15.02
2014-07-01,2014,1,7,BM12_CSD12,2014-07-01T00:00:00-03:00,15.3
2014-08-01,2014,1,8,BM12_CSD12,2014-08-01T00:00:00-03:00,15.18
2014-09-01,2014,1,9,BM12_CSD12,2014-09-01T00:00:00-03:00,14.84
2014-10-01,2014,1,10,BM12_CSD12,2014-10-01T00:00:00-03:00,15.18
2014-11-01,2014,1,11,BM12_CSD12,2014-11-01T00:00:00-02:00,15.12
2014-12-01,2014,1,12,BM12_CSD12,2014-12-01T00:00:00-02:00,14.61
2015-01-01,2015,1,1,BM12_CSD12,2015-01-01T00:00:00-02:00,15.68
2015-02-01,2015,1,2,BM12_CSD12,2015-02-01T00:00:00-02:00,16.28
2015-03-01,2015,1,3,BM12_CSD12,2015-03-01T00:00:00-03:00,16.03
2015-04-01,2015,1,4,BM12_CSD12,2015-04-01T00:00:00-03:00,16.75
2015-05-01,2015,1,5,BM12_CSD12,2015-05-01T00:00:00-03:00,17.05
2015-06-01,2015,1,6,BM12_CSD12,2015-06-01T00:00:00-03:00,17.44
2015-07-01,2015,1,7,BM12_CSD12,2015-07-01T00:00:00-03:00,18.06
2015-08-01,2015,1,8,BM12_CSD12,2015-08-01T00:00:00-03:00,18.32
2015-09-01,2015,1,9,BM12_CSD12,2015-09-01T00:00:00-03:00,18.21
2015-10-01,2015,1,10,BM12_CSD12,2015-10-01T00:00:00-03:00,18.83
2015-11-01,2015,1,11,BM12_CSD12,2015-11-01T00:00:00-02:00,19.09
2015-12-01,2015,1,12,BM12_CSD12,2015-12-01T00:00:00-02:00,18.21
2016-01-01,2016,1,1,BM12_CSD12,2016-01-01T00:00:00-02:00,19.78
2016-02-01,2016,1,2,BM12_CSD12,2016-02-01T00:00:00-02:00,20.56
2016-03-01,2016,1,3,BM12_CSD12,2016-03-01T00:00:00-03:00,21.28
2016-04-01,2016,1,4,BM12_CSD12,2016-04-01T00:00:00-03:00,21.99
2016-05-01,2016,1,5,BM12_CSD12,2016-05-01T00:00:00-03:00,22.32
2016-06-01,2016,1,6,BM12_CSD12,2016-06-01T00:00:00-03:00,22.17
2016-07-01,2016,1,7,BM12_CSD12,2016-07-01T00:00:00-03:00,22.68
2016-08-01,2016,1,8,BM12_CSD12,2016-08-01T00:00:00-03:00,22.93
2016-09-01,2016,1,9,BM12_CSD12,2016-09-01T00:00:00-03:00,23.12
2016-10-01,2016,1,10,BM12_CSD12,2016-10-01T00:00:00-03:00,23.61
2016-11-01,2016,1,11,BM12_CSD12,2016-11-01T00:00:00-02:00,23.23
2016-12-01,2016,1,12,BM12_CSD12,2016-12-01T00:00:00-02:00,22.31
2017-01-01,2017,1,1,BM12_CSD12,2017-01-01T00:00:00-02:00,23.59
2017-02-01,2017,1,2,BM12_CSD12,2017-02-01T00:00:00-02:00,23.55
2017-03-01,2017,1,3,BM12_CSD12,2017-03-01T00:00:00-03:00,23.5
2017-04-01,2017,1,4,BM12_CSD12,2017-04-01T00:00:00-03:00,21.91
2017-05-01,2017,1,5,BM12_CSD12,2017-05-01T00:00:00-03:00,21.11
2017-06-01,2017,1,6,BM12_CSD12,2017-06-01T00:00:00-03:00,20.57
2017-07-01,2017,1,7,BM12_CSD12,2017-07-01T00:00:00-03:00,20.97
2017-08-01,2017,1,8,BM12_CSD12,2017-08-01T00:00:00-03:00,20.8
2017-09-01,2017,1,9,BM12_CSD12,2017-09-01T00:00:00-03:00,19.71
2017-10-01,2017,1,10,BM12_CSD12,2017-10-01T00:00:00-03:00,20.27
2017-11-01,2017,1,11,BM12_CSD12,2017-11-01T00:00:00-02:00,19.65
2017-12-01,2017,1,12,BM12_CSD12,2017-12-01T00:00:00-02:00,18.47
2018-01-01,2018,1,1,BM12_CSD12,2018-01-01T00:00:00-02:00,19.27
2018-02-01,2018,1,2,BM12_CSD12,2018-02-01T00:00:00-02:00,19.88
2018-03-01,2018,1,3,BM12_CSD12,2018-03-01T00:00:00-03:00,19.45
2018-04-01,2018,1,4,BM12_CSD12,2018-04-01T00:00:00-03:00,19.1
2018-05-01,2018,1,5,BM12_CSD12,2018-05-01T00:00:00-03:00,18.01
2018-06-01,2018,1,6,BM12_CSD12,2018-06-01T00:00:00-03:00,17.23
2018-07-01,2018,1,7,BM12_CSD12,2018-07-01T00:00:00-03:00,17.25
2018-08-01,2018,1,8,BM12_CSD12,2018-08-01T00:00:00-03:00,17.0
2018-09-01,2018,1,9,BM12_CSD12,2018-09-01T00:00:00-03:00,16.82
2018-10-01,2018,1,10,BM12_CSD12,2018-10-01T00:00:00-03:00,17.49
2018-11-01,2018,1,11,BM12_CSD12,2018-11-01T00:00:00-03:00,17.67
2018-12-01,2018,1,12,BM12_CSD12,2018-12-01T00:00:00-02:00,16.52
2019-01-01,2019,1,1,BM12_CSD12,2019-01-01T00:00:00-02:00,18.15
2019-02-01,2019,1,2,BM12_CSD12,2019-02-01T00:00:00-02:00,18.55
2019-03-01,2019,1,3,BM12_CSD12,2019-03-01T00:00:00-03:00,18.77
2019-04-01,2019,1,4,BM12_CSD12,2019-04-01T00:00:00-03:00,18.85
2019-05-01,2019,1,5,BM12_CSD12,2019-05-01T00:00:00-03:00,18.75
2019-06-01,2019,1,6,BM12_CSD12,2019-06-01T00:00:00-03:00,19.04
2019-07-01,2019,1,7,BM12_CSD12,2019-07-01T00:00:00-03:00,19.24
2019-08-01,2019,1,8,BM12_CSD12,2019-08-01T00:00:00-03:00,19.4
2019-09-01,2019,1,9,BM12_CSD12,2019-09-01T00:00:00-03:00,18.78
2019-10-01,2019,1,10,BM12_CSD12,2019-10-01T00:00:00-03:00,18.67
2019-11-01,2019,1,11,BM12_CSD12,2019-11-01T00:00:00-03:00,18.82
2019-12-01,2019,1,12,BM12_CSD12,2019-12-01T00:00:00-03:00,17.81
2020-01-01,2020,1,1,BM12_CSD12,2020-01-01T00:00:00-03:00,18.3
2020-02-01,2020,1,2,BM12_CSD12,2020-02-01T00:00:00-03:00,18.51
2020-03-01,2020,1,3,BM12_CSD12,2020-03-01T00:00:00-03:00,17.96
2020-04-01,2020,1,4,BM12_CSD12,2020-04-01T00:00:00-03:00,17.16
2020-05-01,2020,1,5,BM12_CSD12,2020-05-01T00:00:00-03:00,16.66
2020-06-01,2020,1,6,BM12_CSD12,2020-06-01T00:00:00-03:00,15.78
2020-07-01,2020,1,7,BM12_CSD12,2020-07-01T00:00:00-03:00,15.44
2020-08-01,2020,1,8,BM12_CSD12,2020-08-01T00:00:00-03:00,14.93
2020-09-01,2020,1,9,BM12_CSD12,2020-09-01T00:00:00-03:00,14.25
2020-10-01,2020,1,10,BM12_CSD12,2020-10-01T00:00:00-03:00,14.48
2020-11-01,2020,1,11,BM12_CSD12,2020-11-01T00:00:00-03:00,14.38
2020-12-01,2020,1,12,BM12_CSD12,2020-12-01T00:00:00-03:00,14.48
2021-01-01,2021,1,1,BM12_CSD12,2021-01-01T00:00:00-03:00,15.72
