DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (R$ (do último mês))
1940-07-01,1940,1,7,GAC12_SALMINRE12,1940-07-01T00:00:00-03:00,456.27272466742
1940-08-01,1940,1,8,GAC12_SALMINRE12,1940-08-01T00:00:00-03:00,454.998728228378
1940-09-01,1940,1,9,GAC12_SALMINRE12,1940-09-01T00:00:00-03:00,454.589597590548
1940-10-01,1940,1,10,GAC12_SALMINRE12,1940-10-01T00:00:00-03:00,447.474749080172
1940-11-01,1940,1,11,GAC12_SALMINRE12,1940-11-01T00:00:00-03:00,437.414221974755
1940-12-01,1940,1,12,GAC12_SALMINRE12,1940-12-01T00:00:00-02:00,445.024134677743
1941-01-01,1941,1,1,GAC12_SALMINRE12,1941-01-01T00:00:00-02:00,433.493215154629
1941-02-01,1941,1,2,GAC12_SALMINRE12,1941-02-01T00:00:00-02:00,415.661343517718
1941-03-01,1941,1,3,GAC12_SALMINRE12,1941-03-01T00:00:00-03:00,430.024150132134
1941-04-01,1941,1,4,GAC12_SALMINRE12,1941-04-01T00:00:00-03:00,424.757161331623
1941-05-01,1941,1,5,GAC12_SALMINRE12,1941-05-01T00:00:00-03:00,409.365035978818
1941-06-01,1941,1,6,GAC12_SALMINRE12,1941-06-01T00:00:00-03:00,399.263665248044
1941-07-01,1941,1,7,GAC12_SALMINRE12,1941-07-01T00:00:00-03:00,405.590883023205
1941-08-01,1941,1,8,GAC12_SALMINRE12,1941-08-01T00:00:00-03:00,400.227830099866
1941-09-01,1941,1,9,GAC12_SALMINRE12,1941-09-01T00:00:00-03:00,396.972654334324
1941-10-01,1941,1,10,GAC12_SALMINRE12,1941-10-01T00:00:00-03:00,402.568354461338
1941-11-01,1941,1,11,GAC12_SALMINRE12,1941-11-01T00:00:00-03:00,394.713554722361
1941-12-01,1941,1,12,GAC12_SALMINRE12,1941-12-01T00:00:00-02:00,399.91241613208
1942-01-01,1942,1,1,GAC12_SALMINRE12,1942-01-01T00:00:00-02:00,403.585039996042
1942-02-01,1942,1,2,GAC12_SALMINRE12,1942-02-01T00:00:00-02:00,401.57715422492
1942-03-01,1942,1,3,GAC12_SALMINRE12,1942-03-01T00:00:00-03:00,402.260997921385
1942-04-01,1942,1,4,GAC12_SALMINRE12,1942-04-01T00:00:00-03:00,383.800207920413
1942-05-01,1942,1,5,GAC12_SALMINRE12,1942-05-01T00:00:00-03:00,376.643972443979
1942-06-01,1942,1,6,GAC12_SALMINRE12,1942-06-01T00:00:00-03:00,363.661265273706
1942-07-01,1942,1,7,GAC12_SALMINRE12,1942-07-01T00:00:00-03:00,353.343631241455
1942-08-01,1942,1,8,GAC12_SALMINRE12,1942-08-01T00:00:00-03:00,348.774682895525
1942-09-01,1942,1,9,GAC12_SALMINRE12,1942-09-01T00:00:00-03:00,341.667988729942
1942-10-01,1942,1,10,GAC12_SALMINRE12,1942-10-01T00:00:00-03:00,345.81780235824
1942-11-01,1942,1,11,GAC12_SALMINRE12,1942-11-01T00:00:00-03:00,344.852216153011
1942-12-01,1942,1,12,GAC12_SALMINRE12,1942-12-01T00:00:00-02:00,345.577929805603
1943-01-01,1943,1,1,GAC12_SALMINRE12,1943-01-01T00:00:00-02:00,339.300863824845
1943-02-01,1943,1,2,GAC12_SALMINRE12,1943-02-01T00:00:00-02:00,334.616236513653
1943-03-01,1943,1,3,GAC12_SALMINRE12,1943-03-01T00:00:00-03:00,335.085356012069
1943-04-01,1943,1,4,GAC12_SALMINRE12,1943-04-01T00:00:00-03:00,324.978523918214
1943-05-01,1943,1,5,GAC12_SALMINRE12,1943-05-01T00:00:00-03:00,323.683788763161
1943-06-01,1943,1,6,GAC12_SALMINRE12,1943-06-01T00:00:00-03:00,325.212286509756
1943-07-01,1943,1,7,GAC12_SALMINRE12,1943-07-01T00:00:00-03:00,394.368799124172
1943-08-01,1943,1,8,GAC12_SALMINRE12,1943-08-01T00:00:00-03:00,393.620919377354
1943-09-01,1943,1,9,GAC12_SALMINRE12,1943-09-01T00:00:00-03:00,385.600430424523
1943-10-01,1943,1,10,GAC12_SALMINRE12,1943-10-01T00:00:00-03:00,370.093512260797
1943-11-01,1943,1,11,GAC12_SALMINRE12,1943-11-01T00:00:00-03:00,369.649932341986
1943-12-01,1943,1,12,GAC12_SALMINRE12,1943-12-01T00:00:00-02:00,458.997399895286
1944-01-01,1944,1,1,GAC12_SALMINRE12,1944-01-01T00:00:00-02:00,415.570303209856
1944-02-01,1944,1,2,GAC12_SALMINRE12,1944-02-01T00:00:00-02:00,410.173307295051
1944-03-01,1944,1,3,GAC12_SALMINRE12,1944-03-01T00:00:00-03:00,397.645261143717
1944-04-01,1944,1,4,GAC12_SALMINRE12,1944-04-01T00:00:00-03:00,395.52423507466
1944-05-01,1944,1,5,GAC12_SALMINRE12,1944-05-01T00:00:00-03:00,385.859879312184
1944-06-01,1944,1,6,GAC12_SALMINRE12,1944-06-01T00:00:00-03:00,380.522233763672
1944-07-01,1944,1,7,GAC12_SALMINRE12,1944-07-01T00:00:00-03:00,381.799995639222
1944-08-01,1944,1,8,GAC12_SALMINRE12,1944-08-01T00:00:00-03:00,379.844222218388
1944-09-01,1944,1,9,GAC12_SALMINRE12,1944-09-01T00:00:00-03:00,379.168622527037
1944-10-01,1944,1,10,GAC12_SALMINRE12,1944-10-01T00:00:00-03:00,358.90164388317
1944-11-01,1944,1,11,GAC12_SALMINRE12,1944-11-01T00:00:00-03:00,346.505596157537
1944-12-01,1944,1,12,GAC12_SALMINRE12,1944-12-01T00:00:00-02:00,332.456242567885
1945-01-01,1945,1,1,GAC12_SALMINRE12,1945-01-01T00:00:00-02:00,328.993170224326
1945-02-01,1945,1,2,GAC12_SALMINRE12,1945-02-01T00:00:00-02:00,331.422571392148
1945-03-01,1945,1,3,GAC12_SALMINRE12,1945-03-01T00:00:00-03:00,324.177999596485
1945-04-01,1945,1,4,GAC12_SALMINRE12,1945-04-01T00:00:00-03:00,327.539960582981
1945-05-01,1945,1,5,GAC12_SALMINRE12,1945-05-01T00:00:00-03:00,327.539960582981
1945-06-01,1945,1,6,GAC12_SALMINRE12,1945-06-01T00:00:00-03:00,330.972347136108
1945-07-01,1945,1,7,GAC12_SALMINRE12,1945-07-01T00:00:00-03:00,328.486231369072
1945-08-01,1945,1,8,GAC12_SALMINRE12,1945-08-01T00:00:00-03:00,324.177999596485
1945-09-01,1945,1,9,GAC12_SALMINRE12,1945-09-01T00:00:00-03:00,325.104952844847
1945-10-01,1945,1,10,GAC12_SALMINRE12,1945-10-01T00:00:00-03:00,317.657029719773
1945-11-01,1945,1,11,GAC12_SALMINRE12,1945-11-01T00:00:00-03:00,315.366235220008
1945-12-01,1945,1,12,GAC12_SALMINRE12,1945-12-01T00:00:00-02:00,313.165710380695
1946-01-01,1946,1,1,GAC12_SALMINRE12,1946-01-01T00:00:00-02:00,304.93484678731
1946-02-01,1946,1,2,GAC12_SALMINRE12,1946-02-01T00:00:00-02:00,304.119200987108
1946-03-01,1946,1,3,GAC12_SALMINRE12,1946-03-01T00:00:00-03:00,304.93484678731
1946-04-01,1946,1,4,GAC12_SALMINRE12,1946-04-01T00:00:00-03:00,301.591615751988
1946-05-01,1946,1,5,GAC12_SALMINRE12,1946-05-01T00:00:00-03:00,298.373094311877
1946-06-01,1946,1,6,GAC12_SALMINRE12,1946-06-01T00:00:00-03:00,292.840097921061
1946-07-01,1946,1,7,GAC12_SALMINRE12,1946-07-01T00:00:00-03:00,288.627777080272
1946-08-01,1946,1,8,GAC12_SALMINRE12,1946-08-01T00:00:00-03:00,271.922948069557
1946-09-01,1946,1,9,GAC12_SALMINRE12,1946-09-01T00:00:00-03:00,261.620129089518
1946-10-01,1946,1,10,GAC12_SALMINRE12,1946-10-01T00:00:00-03:00,252.069315770954
1946-11-01,1946,1,11,GAC12_SALMINRE12,1946-11-01T00:00:00-03:00,245.360459356983
1946-12-01,1946,1,12,GAC12_SALMINRE12,1946-12-01T00:00:00-02:00,240.550250578606
1947-01-01,1947,1,1,GAC12_SALMINRE12,1947-01-01T00:00:00-02:00,227.673346126148
1947-02-01,1947,1,2,GAC12_SALMINRE12,1947-02-01T00:00:00-02:00,224.230996814155
1947-03-01,1947,1,3,GAC12_SALMINRE12,1947-03-01T00:00:00-03:00,220.862583150949
1947-04-01,1947,1,4,GAC12_SALMINRE12,1947-04-01T00:00:00-03:00,220.405854583199
1947-05-01,1947,1,5,GAC12_SALMINRE12,1947-05-01T00:00:00-03:00,223.525779742424
1947-06-01,1947,1,6,GAC12_SALMINRE12,1947-06-01T00:00:00-03:00,228.160724192332
1947-07-01,1947,1,7,GAC12_SALMINRE12,1947-07-01T00:00:00-03:00,237.733563290107
1947-08-01,1947,1,8,GAC12_SALMINRE12,1947-08-01T00:00:00-03:00,238.231729519297
1947-09-01,1947,1,9,GAC12_SALMINRE12,1947-09-01T00:00:00-03:00,233.694388465972
1947-10-01,1947,1,10,GAC12_SALMINRE12,1947-10-01T00:00:00-03:00,231.505541978655
1947-11-01,1947,1,11,GAC12_SALMINRE12,1947-11-01T00:00:00-03:00,230.535359218938
1947-12-01,1947,1,12,GAC12_SALMINRE12,1947-12-01T00:00:00-02:00,227.218316464195
1948-01-01,1948,1,1,GAC12_SALMINRE12,1948-01-01T00:00:00-02:00,223.760245565221
1948-02-01,1948,1,2,GAC12_SALMINRE12,1948-02-01T00:00:00-02:00,223.185764832063
1948-03-01,1948,1,3,GAC12_SALMINRE12,1948-03-01T00:00:00-03:00,222.899629236124
1948-04-01,1948,1,4,GAC12_SALMINRE12,1948-04-01T00:00:00-03:00,222.329553458027
1948-05-01,1948,1,5,GAC12_SALMINRE12,1948-05-01T00:00:00-03:00,220.917040411915
1948-06-01,1948,1,6,GAC12_SALMINRE12,1948-06-01T00:00:00-03:00,219.245536953565
1948-07-01,1948,1,7,GAC12_SALMINRE12,1948-07-01T00:00:00-03:00,218.693975854311
1948-08-01,1948,1,8,GAC12_SALMINRE12,1948-08-01T00:00:00-03:00,217.871818050347
1948-09-01,1948,1,9,GAC12_SALMINRE12,1948-09-01T00:00:00-03:00,217.055818731806
1948-10-01,1948,1,10,GAC12_SALMINRE12,1948-10-01T00:00:00-03:00,216.245908960419
1948-11-01,1948,1,11,GAC12_SALMINRE12,1948-11-01T00:00:00-03:00,215.709318615604
1948-12-01,1948,1,12,GAC12_SALMINRE12,1948-12-01T00:00:00-02:00,214.909407668945
1949-01-01,1949,1,1,GAC12_SALMINRE12,1949-01-01T00:00:00-02:00,212.80503158406
1949-02-01,1949,1,2,GAC12_SALMINRE12,1949-02-01T00:00:00-02:00,210.997221849729
1949-03-01,1949,1,3,GAC12_SALMINRE12,1949-03-01T00:00:00-03:00,208.968402408866
1949-04-01,1949,1,4,GAC12_SALMINRE12,1949-04-01T00:00:00-03:00,206.97822714783
1949-05-01,1949,1,5,GAC12_SALMINRE12,1949-05-01T00:00:00-03:00,205.267663287104
1949-06-01,1949,1,6,GAC12_SALMINRE12,1949-06-01T00:00:00-03:00,203.347030180324
1949-07-01,1949,1,7,GAC12_SALMINRE12,1949-07-01T00:00:00-03:00,202.636026578295
1949-08-01,1949,1,8,GAC12_SALMINRE12,1949-08-01T00:00:00-03:00,202.164780004857
1949-09-01,1949,1,9,GAC12_SALMINRE12,1949-09-01T00:00:00-03:00,201.462005566833
1949-10-01,1949,1,10,GAC12_SALMINRE12,1949-10-01T00:00:00-03:00,200.301510143061
1949-11-01,1949,1,11,GAC12_SALMINRE12,1949-11-01T00:00:00-03:00,199.154307908565
1949-12-01,1949,1,12,GAC12_SALMINRE12,1949-12-01T00:00:00-02:00,198.020171758744
1950-01-01,1950,1,1,GAC12_SALMINRE12,1950-01-01T00:00:00-02:00,197.345869244242
1950-02-01,1950,1,2,GAC12_SALMINRE12,1950-02-01T00:00:00-02:00,196.89887973293
1950-03-01,1950,1,3,GAC12_SALMINRE12,1950-03-01T00:00:00-03:00,196.23217923722
1950-04-01,1950,1,4,GAC12_SALMINRE12,1950-04-01T00:00:00-03:00,196.23217923722
1950-05-01,1950,1,5,GAC12_SALMINRE12,1950-05-01T00:00:00-03:00,200.76410023577
1950-06-01,1950,1,6,GAC12_SALMINRE12,1950-06-01T00:00:00-03:00,200.76410023577
1950-07-01,1950,1,7,GAC12_SALMINRE12,1950-07-01T00:00:00-03:00,195.569978407398
1950-08-01,1950,1,8,GAC12_SALMINRE12,1950-08-01T00:00:00-03:00,195.130988556876
1950-09-01,1950,1,9,GAC12_SALMINRE12,1950-09-01T00:00:00-03:00,194.476186581853
1950-10-01,1950,1,10,GAC12_SALMINRE12,1950-10-01T00:00:00-03:00,192.751342354963
1950-11-01,1950,1,11,GAC12_SALMINRE12,1950-11-01T00:00:00-03:00,191.267008585453
1950-12-01,1950,1,12,GAC12_SALMINRE12,1950-12-01T00:00:00-02:00,189.598376013279
1951-01-01,1951,1,1,GAC12_SALMINRE12,1951-01-01T00:00:00-02:00,185.948353801259
1951-02-01,1951,1,2,GAC12_SALMINRE12,1951-02-01T00:00:00-02:00,182.244979878592
1951-03-01,1951,1,3,GAC12_SALMINRE12,1951-03-01T00:00:00-03:00,178.870072843803
1951-04-01,1951,1,4,GAC12_SALMINRE12,1951-04-01T00:00:00-03:00,176.50935107023
1951-05-01,1951,1,5,GAC12_SALMINRE12,1951-05-01T00:00:00-03:00,174.21013106631
1951-06-01,1951,1,6,GAC12_SALMINRE12,1951-06-01T00:00:00-03:00,171.970040360215
1951-07-01,1951,1,7,GAC12_SALMINRE12,1951-07-01T00:00:00-03:00,171.123731106473
1951-08-01,1951,1,8,GAC12_SALMINRE12,1951-08-01T00:00:00-03:00,170.285710875785
1951-09-01,1951,1,9,GAC12_SALMINRE12,1951-09-01T00:00:00-03:00,169.455858483603
1951-10-01,1951,1,10,GAC12_SALMINRE12,1951-10-01T00:00:00-03:00,167.820184173916
1951-11-01,1951,1,11,GAC12_SALMINRE12,1951-11-01T00:00:00-03:00,166.057030376482
1951-12-01,1951,1,12,GAC12_SALMINRE12,1951-12-01T00:00:00-02:00,164.486008329401
1952-01-01,1952,1,1,GAC12_SALMINRE12,1952-01-01T00:00:00-02:00,503.241962866063
1952-02-01,1952,1,2,GAC12_SALMINRE12,1952-02-01T00:00:00-02:00,488.467065379782
1952-03-01,1952,1,3,GAC12_SALMINRE12,1952-03-01T00:00:00-03:00,474.12519990231
1952-04-01,1952,1,4,GAC12_SALMINRE12,1952-04-01T00:00:00-03:00,470.872196815501
1952-05-01,1952,1,5,GAC12_SALMINRE12,1952-05-01T00:00:00-03:00,467.663527671955
1952-06-01,1952,1,6,GAC12_SALMINRE12,1952-06-01T00:00:00-03:00,464.49829229008
1952-07-01,1952,1,7,GAC12_SALMINRE12,1952-07-01T00:00:00-03:00,462.541686172599
1952-08-01,1952,1,8,GAC12_SALMINRE12,1952-08-01T00:00:00-03:00,460.601494535969
1952-09-01,1952,1,9,GAC12_SALMINRE12,1952-09-01T00:00:00-03:00,458.677511684941
1952-10-01,1952,1,10,GAC12_SALMINRE12,1952-10-01T00:00:00-03:00,454.877366600559
1952-11-01,1952,1,11,GAC12_SALMINRE12,1952-11-01T00:00:00-03:00,451.139672544679
1952-12-01,1952,1,12,GAC12_SALMINRE12,1952-12-01T00:00:00-02:00,447.098519126119
1953-01-01,1953,1,1,GAC12_SALMINRE12,1953-01-01T00:00:00-02:00,439.581250189651
1953-02-01,1953,1,2,GAC12_SALMINRE12,1953-02-01T00:00:00-02:00,432.312583847933
1953-03-01,1953,1,3,GAC12_SALMINRE12,1953-03-01T00:00:00-03:00,425.280388448392
1953-04-01,1953,1,4,GAC12_SALMINRE12,1953-04-01T00:00:00-03:00,421.040629974597
1953-05-01,1953,1,5,GAC12_SALMINRE12,1953-05-01T00:00:00-03:00,416.884572123671
1953-06-01,1953,1,6,GAC12_SALMINRE12,1953-06-01T00:00:00-03:00,413.120377341516
1953-07-01,1953,1,7,GAC12_SALMINRE12,1953-07-01T00:00:00-03:00,408.205934190985
1953-08-01,1953,1,8,GAC12_SALMINRE12,1953-08-01T00:00:00-03:00,403.703662857996
1953-09-01,1953,1,9,GAC12_SALMINRE12,1953-09-01T00:00:00-03:00,399.009434220112
1953-10-01,1953,1,10,GAC12_SALMINRE12,1953-10-01T00:00:00-03:00,398.141393391497
1953-11-01,1953,1,11,GAC12_SALMINRE12,1953-11-01T00:00:00-03:00,397.27712119166
1953-12-01,1953,1,12,GAC12_SALMINRE12,1953-12-01T00:00:00-02:00,396.703021305545
1954-01-01,1954,1,1,GAC12_SALMINRE12,1954-01-01T00:00:00-02:00,385.289109815351
1954-02-01,1954,1,2,GAC12_SALMINRE12,1954-02-01T00:00:00-02:00,374.00339338343
1954-03-01,1954,1,3,GAC12_SALMINRE12,1954-03-01T00:00:00-03:00,364.082878970076
1954-04-01,1954,1,4,GAC12_SALMINRE12,1954-04-01T00:00:00-03:00,359.082394693836
1954-05-01,1954,1,5,GAC12_SALMINRE12,1954-05-01T00:00:00-03:00,354.217407410887
1954-06-01,1954,1,6,GAC12_SALMINRE12,1954-06-01T00:00:00-03:00,349.705083749602
1954-07-01,1954,1,7,GAC12_SALMINRE12,1954-07-01T00:00:00-03:00,690.178480813168
1954-08-01,1954,1,8,GAC12_SALMINRE12,1954-08-01T00:00:00-03:00,681.187321944014
1954-09-01,1954,1,9,GAC12_SALMINRE12,1954-09-01T00:00:00-03:00,672.427411496479
1954-10-01,1954,1,10,GAC12_SALMINRE12,1954-10-01T00:00:00-03:00,663.889941338422
1954-11-01,1954,1,11,GAC12_SALMINRE12,1954-11-01T00:00:00-03:00,655.566545058955
1954-12-01,1954,1,12,GAC12_SALMINRE12,1954-12-01T00:00:00-02:00,647.831246592183
1955-01-01,1955,1,1,GAC12_SALMINRE12,1955-01-01T00:00:00-02:00,628.548347437751
1955-02-01,1955,1,2,GAC12_SALMINRE12,1955-02-01T00:00:00-02:00,610.041090540973
1955-03-01,1955,1,3,GAC12_SALMINRE12,1955-03-01T00:00:00-03:00,593.553493499325
1955-04-01,1955,1,4,GAC12_SALMINRE12,1955-04-01T00:00:00-03:00,587.834027287875
1955-05-01,1955,1,5,GAC12_SALMINRE12,1955-05-01T00:00:00-03:00,581.91518970522
1955-06-01,1955,1,6,GAC12_SALMINRE12,1955-06-01T00:00:00-03:00,576.416778463911
1955-07-01,1955,1,7,GAC12_SALMINRE12,1955-07-01T00:00:00-03:00,571.021301598414
1955-08-01,1955,1,8,GAC12_SALMINRE12,1955-08-01T00:00:00-03:00,565.725895401211
1955-09-01,1955,1,9,GAC12_SALMINRE12,1955-09-01T00:00:00-03:00,560.527801415901
1955-10-01,1955,1,10,GAC12_SALMINRE12,1955-10-01T00:00:00-03:00,552.351088014965
1955-11-01,1955,1,11,GAC12_SALMINRE12,1955-11-01T00:00:00-03:00,544.409500730665
1955-12-01,1955,1,12,GAC12_SALMINRE12,1955-12-01T00:00:00-02:00,536.955483116748
1956-01-01,1956,1,1,GAC12_SALMINRE12,1956-01-01T00:00:00-02:00,520.414200461493
1956-02-01,1956,1,2,GAC12_SALMINRE12,1956-02-01T00:00:00-02:00,504.397778122991
1956-03-01,1956,1,3,GAC12_SALMINRE12,1956-03-01T00:00:00-03:00,490.430532815431
1956-04-01,1956,1,4,GAC12_SALMINRE12,1956-04-01T00:00:00-03:00,484.373164081937
1956-05-01,1956,1,5,GAC12_SALMINRE12,1956-05-01T00:00:00-03:00,478.255210354421
1956-06-01,1956,1,6,GAC12_SALMINRE12,1956-06-01T00:00:00-03:00,472.493099386295
1956-07-01,1956,1,7,GAC12_SALMINRE12,1956-07-01T00:00:00-03:00,464.1056479179
1956-08-01,1956,1,8,GAC12_SALMINRE12,1956-08-01T00:00:00-03:00,722.017071445917
1956-09-01,1956,1,9,GAC12_SALMINRE12,1956-09-01T00:00:00-03:00,709.929403038697
1956-10-01,1956,1,10,GAC12_SALMINRE12,1956-10-01T00:00:00-03:00,698.801088441225
1956-11-01,1956,1,11,GAC12_SALMINRE12,1956-11-01T00:00:00-03:00,688.016267527411
1956-12-01,1956,1,12,GAC12_SALMINRE12,1956-12-01T00:00:00-02:00,677.823433934413
1957-01-01,1957,1,1,GAC12_SALMINRE12,1957-01-01T00:00:00-02:00,655.34003318574
1957-02-01,1957,1,2,GAC12_SALMINRE12,1957-02-01T00:00:00-02:00,633.606817799478
1957-03-01,1957,1,3,GAC12_SALMINRE12,1957-03-01T00:00:00-03:00,614.352334997091
1957-04-01,1957,1,4,GAC12_SALMINRE12,1957-04-01T00:00:00-03:00,611.113218995349
1957-05-01,1957,1,5,GAC12_SALMINRE12,1957-05-01T00:00:00-03:00,607.908079734884
1957-06-01,1957,1,6,GAC12_SALMINRE12,1957-06-01T00:00:00-03:00,604.526115452632
1957-07-01,1957,1,7,GAC12_SALMINRE12,1957-07-01T00:00:00-03:00,603.476955238379
1957-08-01,1957,1,8,GAC12_SALMINRE12,1957-08-01T00:00:00-03:00,602.431430367903
1957-09-01,1957,1,9,GAC12_SALMINRE12,1957-09-01T00:00:00-03:00,601.181572628551
1957-10-01,1957,1,10,GAC12_SALMINRE12,1957-10-01T00:00:00-03:00,598.49125922264
1957-11-01,1957,1,11,GAC12_SALMINRE12,1957-11-01T00:00:00-03:00,595.824917080798
1957-12-01,1957,1,12,GAC12_SALMINRE12,1957-12-01T00:00:00-02:00,593.182227240453
1958-01-01,1958,1,1,GAC12_SALMINRE12,1958-01-01T00:00:00-02:00,580.894456412218
1958-02-01,1958,1,2,GAC12_SALMINRE12,1958-02-01T00:00:00-02:00,568.919210746652
1958-03-01,1958,1,3,GAC12_SALMINRE12,1958-03-01T00:00:00-03:00,557.785405210705
1958-04-01,1958,1,4,GAC12_SALMINRE12,1958-04-01T00:00:00-03:00,550.892619785098
1958-05-01,1958,1,5,GAC12_SALMINRE12,1958-05-01T00:00:00-03:00,544.168108933261
1958-06-01,1958,1,6,GAC12_SALMINRE12,1958-06-01T00:00:00-03:00,537.605784799557
1958-07-01,1958,1,7,GAC12_SALMINRE12,1958-07-01T00:00:00-03:00,532.501411345105
1958-08-01,1958,1,8,GAC12_SALMINRE12,1958-08-01T00:00:00-03:00,527.493054624323
1958-09-01,1958,1,9,GAC12_SALMINRE12,1958-09-01T00:00:00-03:00,522.578030670805
1958-10-01,1958,1,10,GAC12_SALMINRE12,1958-10-01T00:00:00-03:00,515.298490824472
1958-11-01,1958,1,11,GAC12_SALMINRE12,1958-11-01T00:00:00-03:00,508.2189734118
1958-12-01,1958,1,12,GAC12_SALMINRE12,1958-12-01T00:00:00-02:00,501.475946940227
1959-01-01,1959,1,1,GAC12_SALMINRE12,1959-01-01T00:00:00-02:00,753.964544749896
1959-02-01,1959,1,2,GAC12_SALMINRE12,1959-02-01T00:00:00-02:00,719.576646771788
1959-03-01,1959,1,3,GAC12_SALMINRE12,1959-03-01T00:00:00-03:00,688.361310790966
1959-04-01,1959,1,4,GAC12_SALMINRE12,1959-04-01T00:00:00-03:00,676.487162995163
1959-05-01,1959,1,5,GAC12_SALMINRE12,1959-05-01T00:00:00-03:00,665.015723700187
1959-06-01,1959,1,6,GAC12_SALMINRE12,1959-06-01T00:00:00-03:00,653.926847888131
1959-07-01,1959,1,7,GAC12_SALMINRE12,1959-07-01T00:00:00-03:00,645.925860572794
1959-08-01,1959,1,8,GAC12_SALMINRE12,1959-08-01T00:00:00-03:00,638.11829554495
1959-09-01,1959,1,9,GAC12_SALMINRE12,1959-09-01T00:00:00-03:00,630.497222653737
1959-10-01,1959,1,10,GAC12_SALMINRE12,1959-10-01T00:00:00-03:00,616.61835297268
1959-11-01,1959,1,11,GAC12_SALMINRE12,1959-11-01T00:00:00-03:00,603.204769816386
1959-12-01,1959,1,12,GAC12_SALMINRE12,1959-12-01T00:00:00-02:00,590.489332638067
1960-01-01,1960,1,1,GAC12_SALMINRE12,1960-01-01T00:00:00-02:00,569.422299820446
1960-02-01,1960,1,2,GAC12_SALMINRE12,1960-02-01T00:00:00-02:00,549.80671088211
1960-03-01,1960,1,3,GAC12_SALMINRE12,1960-03-01T00:00:00-03:00,530.983541089821
1960-04-01,1960,1,4,GAC12_SALMINRE12,1960-04-01T00:00:00-03:00,522.892363320833
1960-05-01,1960,1,5,GAC12_SALMINRE12,1960-05-01T00:00:00-03:00,515.044072689376
1960-06-01,1960,1,6,GAC12_SALMINRE12,1960-06-01T00:00:00-03:00,507.334117064198
1960-07-01,1960,1,7,GAC12_SALMINRE12,1960-07-01T00:00:00-03:00,501.129044803646
