DATE,YEAR,DAY,MONTH,CODE,RAW DATE,VALUE (R$ Penúltimo mês da série)
2012-03-01,2012,1,3,PNADC12_RRPE12,2012-03-01T00:00:00-03:00,2346.0
2012-04-01,2012,1,4,PNADC12_RRPE12,2012-04-01T00:00:00-03:00,2216.0
2012-05-01,2012,1,5,PNADC12_RRPE12,2012-05-01T00:00:00-03:00,2211.0
2012-06-01,2012,1,6,PNADC12_RRPE12,2012-06-01T00:00:00-03:00,2218.0
2012-07-01,2012,1,7,PNADC12_RRPE12,2012-07-01T00:00:00-03:00,2227.0
2012-08-01,2012,1,8,PNADC12_RRPE12,2012-08-01T00:00:00-03:00,2237.0
2012-09-01,2012,1,9,PNADC12_RRPE12,2012-09-01T00:00:00-03:00,2235.0
2012-10-01,2012,1,10,PNADC12_RRPE12,2012-10-01T00:00:00-03:00,2237.0
2012-11-01,2012,1,11,PNADC12_RRPE12,2012-11-01T00:00:00-02:00,2233.0
2012-12-01,2012,1,12,PNADC12_RRPE12,2012-12-01T00:00:00-02:00,2255.0
2013-01-01,2013,1,1,PNADC12_RRPE12,2013-01-01T00:00:00-02:00,2367.0
2013-02-01,2013,1,2,PNADC12_RRPE12,2013-02-01T00:00:00-02:00,2381.0
2013-03-01,2013,1,3,PNADC12_RRPE12,2013-03-01T00:00:00-03:00,2369.0
2013-04-01,2013,1,4,PNADC12_RRPE12,2013-04-01T00:00:00-03:00,2267.0
2013-05-01,2013,1,5,PNADC12_RRPE12,2013-05-01T00:00:00-03:00,2271.0
2013-06-01,2013,1,6,PNADC12_RRPE12,2013-06-01T00:00:00-03:00,2291.0
2013-07-01,2013,1,7,PNADC12_RRPE12,2013-07-01T00:00:00-03:00,2310.0
2013-08-01,2013,1,8,PNADC12_RRPE12,2013-08-01T00:00:00-03:00,2322.0
2013-09-01,2013,1,9,PNADC12_RRPE12,2013-09-01T00:00:00-03:00,2323.0
2013-10-01,2013,1,10,PNADC12_RRPE12,2013-10-01T00:00:00-03:00,2332.0
2013-11-01,2013,1,11,PNADC12_RRPE12,2013-11-01T00:00:00-02:00,2330.0
2013-12-01,2013,1,12,PNADC12_RRPE12,2013-12-01T00:00:00-02:00,2335.0
2014-01-01,2014,1,1,PNADC12_RRPE12,2014-01-01T00:00:00-02:00,2418.0
2014-02-01,2014,1,2,PNADC12_RRPE12,2014-02-01T00:00:00-02:00,2439.0
2014-03-01,2014,1,3,PNADC12_RRPE12,2014-03-01T00:00:00-03:00,2449.0
2014-04-01,2014,1,4,PNADC12_RRPE12,2014-04-01T00:00:00-03:00,2364.0
2014-05-01,2014,1,5,PNADC12_RRPE12,2014-05-01T00:00:00-03:00,2363.0
2014-06-01,2014,1,6,PNADC12_RRPE12,2014-06-01T00:00:00-03:00,2349.0
2014-07-01,2014,1,7,PNADC12_RRPE12,2014-07-01T00:00:00-03:00,2339.0
2014-08-01,2014,1,8,PNADC12_RRPE12,2014-08-01T00:00:00-03:00,2350.0
2014-09-01,2014,1,9,PNADC12_RRPE12,2014-09-01T00:00:00-03:00,2355.0
2014-10-01,2014,1,10,PNADC12_RRPE12,2014-10-01T00:00:00-03:00,2366.0
2014-11-01,2014,1,11,PNADC12_RRPE12,2014-11-01T00:00:00-02:00,2352.0
2014-12-01,2014,1,12,PNADC12_RRPE12,2014-12-01T00:00:00-02:00,2371.0
2015-01-01,2015,1,1,PNADC12_RRPE12,2015-01-01T00:00:00-02:00,2464.0
2015-02-01,2015,1,2,PNADC12_RRPE12,2015-02-01T00:00:00-02:00,2462.0
2015-03-01,2015,1,3,PNADC12_RRPE12,2015-03-01T00:00:00-03:00,2443.0
2015-04-01,2015,1,4,PNADC12_RRPE12,2015-04-01T00:00:00-03:00,2349.0
2015-05-01,2015,1,5,PNADC12_RRPE12,2015-05-01T00:00:00-03:00,2334.0
2015-06-01,2015,1,6,PNADC12_RRPE12,2015-06-01T00:00:00-03:00,2341.0
2015-07-01,2015,1,7,PNADC12_RRPE12,2015-07-01T00:00:00-03:00,2327.0
2015-08-01,2015,1,8,PNADC12_RRPE12,2015-08-01T00:00:00-03:00,2310.0
2015-09-01,2015,1,9,PNADC12_RRPE12,2015-09-01T00:00:00-03:00,2300.0
2015-10-01,2015,1,10,PNADC12_RRPE12,2015-10-01T00:00:00-03:00,2293.0
2015-11-01,2015,1,11,PNADC12_RRPE12,2015-11-01T00:00:00-02:00,2296.0
2015-12-01,2015,1,12,PNADC12_RRPE12,2015-12-01T00:00:00-02:00,2377.0
2016-01-01,2016,1,1,PNADC12_RRPE12,2016-01-01T00:00:00-02:00,2602.0
2016-02-01,2016,1,2,PNADC12_RRPE12,2016-02-01T00:00:00-02:00,2600.0
2016-03-01,2016,1,3,PNADC12_RRPE12,2016-03-01T00:00:00-03:00,2544.0
2016-04-01,2016,1,4,PNADC12_RRPE12,2016-04-01T00:00:00-03:00,2305.0
2016-05-01,2016,1,5,PNADC12_RRPE12,2016-05-01T00:00:00-03:00,2299.0
2016-06-01,2016,1,6,PNADC12_RRPE12,2016-06-01T00:00:00-03:00,2276.0
2016-07-01,2016,1,7,PNADC12_RRPE12,2016-07-01T00:00:00-03:00,2283.0
2016-08-01,2016,1,8,PNADC12_RRPE12,2016-08-01T00:00:00-03:00,2303.0
2016-09-01,2016,1,9,PNADC12_RRPE12,2016-09-01T00:00:00-03:00,2295.0
2016-10-01,2016,1,10,PNADC12_RRPE12,2016-10-01T00:00:00-03:00,2290.0
2016-11-01,2016,1,11,PNADC12_RRPE12,2016-11-01T00:00:00-02:00,2286.0
2016-12-01,2016,1,12,PNADC12_RRPE12,2016-12-01T00:00:00-02:00,2369.0
2017-01-01,2017,1,1,PNADC12_RRPE12,2017-01-01T00:00:00-02:00,2593.0
2017-02-01,2017,1,2,PNADC12_RRPE12,2017-02-01T00:00:00-02:00,2616.0
2017-03-01,2017,1,3,PNADC12_RRPE12,2017-03-01T00:00:00-03:00,2560.0
2017-04-01,2017,1,4,PNADC12_RRPE12,2017-04-01T00:00:00-03:00,2335.0
2017-05-01,2017,1,5,PNADC12_RRPE12,2017-05-01T00:00:00-03:00,2313.0
2017-06-01,2017,1,6,PNADC12_RRPE12,2017-06-01T00:00:00-03:00,2300.0
2017-07-01,2017,1,7,PNADC12_RRPE12,2017-07-01T00:00:00-03:00,2308.0
2017-08-01,2017,1,8,PNADC12_RRPE12,2017-08-01T00:00:00-03:00,2316.0
2017-09-01,2017,1,9,PNADC12_RRPE12,2017-09-01T00:00:00-03:00,2326.0
2017-10-01,2017,1,10,PNADC12_RRPE12,2017-10-01T00:00:00-03:00,2322.0
2017-11-01,2017,1,11,PNADC12_RRPE12,2017-11-01T00:00:00-02:00,2321.0
2017-12-01,2017,1,12,PNADC12_RRPE12,2017-12-01T00:00:00-02:00,2395.0
2018-01-01,2018,1,1,PNADC12_RRPE12,2018-01-01T00:00:00-02:00,2619.0
2018-02-01,2018,1,2,PNADC12_RRPE12,2018-02-01T00:00:00-02:00,2642.0
2018-03-01,2018,1,3,PNADC12_RRPE12,2018-03-01T00:00:00-03:00,2573.0
2018-04-01,2018,1,4,PNADC12_RRPE12,2018-04-01T00:00:00-03:00,2365.0
2018-05-01,2018,1,5,PNADC12_RRPE12,2018-05-01T00:00:00-03:00,2357.0
2018-06-01,2018,1,6,PNADC12_RRPE12,2018-06-01T00:00:00-03:00,2350.0
2018-07-01,2018,1,7,PNADC12_RRPE12,2018-07-01T00:00:00-03:00,2350.0
2018-08-01,2018,1,8,PNADC12_RRPE12,2018-08-01T00:00:00-03:00,2365.0
2018-09-01,2018,1,9,PNADC12_RRPE12,2018-09-01T00:00:00-03:00,2357.0
2018-10-01,2018,1,10,PNADC12_RRPE12,2018-10-01T00:00:00-03:00,2348.0
2018-11-01,2018,1,11,PNADC12_RRPE12,2018-11-01T00:00:00-03:00,2340.0
2018-12-01,2018,1,12,PNADC12_RRPE12,2018-12-01T00:00:00-02:00,2431.0
2019-01-01,2019,1,1,PNADC12_RRPE12,2019-01-01T00:00:00-02:00,2668.0
2019-02-01,2019,1,2,PNADC12_RRPE12,2019-02-01T00:00:00-02:00,2689.0
2019-03-01,2019,1,3,PNADC12_RRPE12,2019-03-01T00:00:00-03:00,2606.0
2019-04-01,2019,1,4,PNADC12_RRPE12,2019-04-01T00:00:00-03:00,2373.0
2019-05-01,2019,1,5,PNADC12_RRPE12,2019-05-01T00:00:00-03:00,2344.0
2019-06-01,2019,1,6,PNADC12_RRPE12,2019-06-01T00:00:00-03:00,2342.0
2019-07-01,2019,1,7,PNADC12_RRPE12,2019-07-01T00:00:00-03:00,2342.0
2019-08-01,2019,1,8,PNADC12_RRPE12,2019-08-01T00:00:00-03:00,2364.0
2019-09-01,2019,1,9,PNADC12_RRPE12,2019-09-01T00:00:00-03:00,2356.0
2019-10-01,2019,1,10,PNADC12_RRPE12,2019-10-01T00:00:00-03:00,2362.0
2019-11-01,2019,1,11,PNADC12_RRPE12,2019-11-01T00:00:00-03:00,2364.0
2019-12-01,2019,1,12,PNADC12_RRPE12,2019-12-01T00:00:00-03:00,2453.0
2020-01-01,2020,1,1,PNADC12_RRPE12,2020-01-01T00:00:00-03:00,2685.0
2020-02-01,2020,1,2,PNADC12_RRPE12,2020-02-01T00:00:00-03:00,2700.0
2020-03-01,2020,1,3,PNADC12_RRPE12,2020-03-01T00:00:00-03:00,2628.0
2020-04-01,2020,1,4,PNADC12_RRPE12,2020-04-01T00:00:00-03:00,2414.0
2020-05-01,2020,1,5,PNADC12_RRPE12,2020-05-01T00:00:00-03:00,2356.0
2020-06-01,2020,1,6,PNADC12_RRPE12,2020-06-01T00:00:00-03:00,2320.0
2020-07-01,2020,1,7,PNADC12_RRPE12,2020-07-01T00:00:00-03:00,2326.0
2020-08-01,2020,1,8,PNADC12_RRPE12,2020-08-01T00:00:00-03:00,2368.0
2020-09-01,2020,1,9,PNADC12_RRPE12,2020-09-01T00:00:00-03:00,2416.0
2020-10-01,2020,1,10,PNADC12_RRPE12,2020-10-01T00:00:00-03:00,2404.0
2020-11-01,2020,1,11,PNADC12_RRPE12,2020-11-01T00:00:00-03:00,2403.0
2020-12-01,2020,1,12,PNADC12_RRPE12,2020-12-01T00:00:00-03:00,2441.0
